timestamp,energy_kwh,power_kw,voltage,temperature,hour,day_of_week,is_weekend
2026-08-16 06:00:00,1.358,1.358,228.8,22.2,6,Sunday,1
2026-08-16 07:00:00,1.497,1.497,227.1,20.9,7,Sunday,1
2026-08-16 08:00:00,1.247,1.247,228.5,25.9,8,Sunday,1
2026-08-16 09:00:00,1.64,1.64,229.3,26.0,9,Sunday,1
2026-08-16 10:00:00,1.707,1.707,228.0,28.3,10,Sunday,1
2026-08-16 11:00:00,2.002,2.002,226.8,30.3,11,Sunday,1
2026-08-16 12:00:00,1.985,1.985,226.7,33.0,12,Sunday,1
2026-08-16 13:00:00,2.078,2.078,227.7,32.6,13,Sunday,1
2026-08-16 14:00:00,1.899,1.899,228.5,32.5,14,Sunday,1
2026-08-16 15:00:00,2.014,2.014,225.5,30.8,15,Sunday,1
2026-08-16 16:00:00,2.016,2.016,226.8,31.0,16,Sunday,1
2026-08-16 17:00:00,2.959,2.959,225.2,30.3,17,Sunday,1
2026-08-16 18:00:00,2.907,2.907,226.2,28.3,18,Sunday,1
2026-08-16 19:00:00,2.878,2.878,225.7,25.8,19,Sunday,1
2026-08-16 20:00:00,2.94,2.94,224.5,24.8,20,Sunday,1
2026-08-16 21:00:00,2.816,2.816,224.9,23.3,21,Sunday,1
2026-08-16 22:00:00,1.155,1.155,229.8,20.6,22,Sunday,1
2026-08-16 23:00:00,1.191,1.191,225.3,19.4,23,Sunday,1
2026-08-17 00:00:00,0.624,0.624,230.8,18.4,0,Monday,0
2026-08-17 01:00:00,0.675,0.675,231.5,19.0,1,Monday,0
2026-08-17 02:00:00,0.704,0.704,225.7,18.8,2,Monday,0
2026-08-17 03:00:00,0.619,0.619,226.9,20.1,3,Monday,0
2026-08-17 04:00:00,0.925,0.925,230.0,19.8,4,Monday,0
2026-08-17 05:00:00,0.778,0.778,229.6,20.5,5,Monday,0
2026-08-17 06:00:00,1.832,1.832,226.8,22.1,6,Monday,0
2026-08-17 07:00:00,1.75,1.75,226.5,23.1,7,Monday,0
2026-08-17 08:00:00,1.802,1.802,225.6,23.6,8,Monday,0
2026-08-17 09:00:00,0.924,0.924,230.0,25.9,9,Monday,0
2026-08-17 10:00:00,0.784,0.784,227.4,29.2,10,Monday,0
2026-08-17 11:00:00,1.011,1.011,227.9,30.7,11,Monday,0
2026-08-17 12:00:00,1.013,1.013,228.3,31.5,12,Monday,0
2026-08-17 13:00:00,1.042,1.042,228.5,30.7,13,Monday,0
2026-08-17 14:00:00,1.125,1.125,228.0,30.7,14,Monday,0
2026-08-17 15:00:00,1.108,1.108,229.6,32.2,15,Monday,0
2026-08-17 16:00:00,1.056,1.056,228.2,31.2,16,Monday,0
2026-08-17 17:00:00,2.654,2.654,225.3,30.4,17,Monday,0
2026-08-17 18:00:00,2.597,2.597,223.6,27.9,18,Monday,0
2026-08-17 19:00:00,2.55,2.55,224.6,28.2,19,Monday,0
2026-08-17 20:00:00,2.722,2.722,224.7,24.4,20,Monday,0
2026-08-17 21:00:00,2.596,2.596,225.7,24.2,21,Monday,0
2026-08-17 22:00:00,1.442,1.442,226.0,20.8,22,Monday,0
2026-08-17 23:00:00,1.321,1.321,228.1,20.3,23,Monday,0
2026-08-18 00:00:00,0.72,0.72,228.8,18.8,0,Tuesday,0
2026-08-18 01:00:00,0.807,0.807,231.2,18.1,1,Tuesday,0
2026-08-18 02:00:00,0.62,0.62,228.8,17.6,2,Tuesday,0
2026-08-18 03:00:00,0.666,0.666,230.8,20.3,3,Tuesday,0
2026-08-18 04:00:00,0.686,0.686,229.4,20.3,4,Tuesday,0
2026-08-18 05:00:00,0.7,0.7,228.5,21.4,5,Tuesday,0
2026-08-18 06:00:00,1.729,1.729,226.1,21.0,6,Tuesday,0
2026-08-18 07:00:00,1.813,1.813,225.8,22.2,7,Tuesday,0
2026-08-18 08:00:00,1.686,1.686,227.4,25.2,8,Tuesday,0
2026-08-18 09:00:00,0.751,0.751,229.1,27.5,9,Tuesday,0
2026-08-18 10:00:00,0.813,0.813,230.5,29.5,10,Tuesday,0
2026-08-18 11:00:00,1.034,1.034,228.1,30.3,11,Tuesday,0
2026-08-18 12:00:00,1.096,1.096,228.7,31.5,12,Tuesday,0
2026-08-18 13:00:00,1.104,1.104,226.3,31.0,13,Tuesday,0
2026-08-18 14:00:00,1.018,1.018,227.3,31.9,14,Tuesday,0
2026-08-18 15:00:00,1.177,1.177,228.6,32.8,15,Tuesday,0
2026-08-18 16:00:00,1.065,1.065,229.5,30.2,16,Tuesday,0
2026-08-18 17:00:00,2.836,2.836,225.4,30.1,17,Tuesday,0
2026-08-18 18:00:00,2.625,2.625,225.4,28.7,18,Tuesday,0
2026-08-18 19:00:00,2.707,2.707,226.3,26.7,19,Tuesday,0
2026-08-18 20:00:00,2.544,2.544,223.2,24.4,20,Tuesday,0
2026-08-18 21:00:00,2.562,2.562,222.8,23.6,21,Tuesday,0
2026-08-18 22:00:00,1.469,1.469,227.3,21.8,22,Tuesday,0
2026-08-18 23:00:00,1.277,1.277,227.6,20.7,23,Tuesday,0
2026-08-19 00:00:00,0.707,0.707,229.0,19.7,0,Wednesday,0
2026-08-19 01:00:00,0.677,0.677,230.0,18.5,1,Wednesday,0
2026-08-19 02:00:00,0.67,0.67,229.4,17.9,2,Wednesday,0
2026-08-19 03:00:00,0.732,0.732,228.7,17.5,3,Wednesday,0
2026-08-19 04:00:00,0.768,0.768,228.6,19.8,4,Wednesday,0
2026-08-19 05:00:00,0.841,0.841,229.2,20.7,5,Wednesday,0
2026-08-19 06:00:00,1.705,1.705,225.7,21.5,6,Wednesday,0
2026-08-19 07:00:00,1.761,1.761,226.6,22.9,7,Wednesday,0
2026-08-19 08:00:00,1.852,1.852,226.6,25.0,8,Wednesday,0
2026-08-19 09:00:00,0.915,0.915,226.0,27.2,9,Wednesday,0
2026-08-19 10:00:00,0.898,0.898,226.9,27.7,10,Wednesday,0
2026-08-19 11:00:00,1.212,1.212,229.3,30.4,11,Wednesday,0
2026-08-19 12:00:00,1.209,1.209,228.0,30.9,12,Wednesday,0
2026-08-19 13:00:00,1.041,1.041,227.8,31.5,13,Wednesday,0
2026-08-19 14:00:00,1.104,1.104,228.2,31.7,14,Wednesday,0
2026-08-19 15:00:00,1.125,1.125,229.4,31.8,15,Wednesday,0
2026-08-19 16:00:00,0.971,0.971,225.2,31.8,16,Wednesday,0
2026-08-19 17:00:00,2.541,2.541,225.2,30.7,17,Wednesday,0
2026-08-19 18:00:00,2.506,2.506,226.1,27.6,18,Wednesday,0
2026-08-19 19:00:00,2.604,2.604,222.2,27.4,19,Wednesday,0
2026-08-19 20:00:00,2.681,2.681,223.4,24.6,20,Wednesday,0
2026-08-19 21:00:00,2.649,2.649,225.9,23.3,21,Wednesday,0
2026-08-19 22:00:00,1.192,1.192,229.3,21.6,22,Wednesday,0
2026-08-19 23:00:00,1.268,1.268,226.6,19.9,23,Wednesday,0
2026-08-20 00:00:00,0.659,0.659,228.6,18.6,0,Thursday,0
2026-08-20 01:00:00,0.62,0.62,226.9,19.6,1,Thursday,0
2026-08-20 02:00:00,0.713,0.713,227.9,19.2,2,Thursday,0
2026-08-20 03:00:00,0.682,0.682,231.0,19.1,3,Thursday,0
2026-08-20 04:00:00,0.691,0.691,231.3,19.5,4,Thursday,0
2026-08-20 05:00:00,0.789,0.789,228.9,19.6,5,Thursday,0
2026-08-20 06:00:00,1.935,1.935,226.6,22.5,6,Thursday,0
2026-08-20 07:00:00,1.847,1.847,225.9,22.6,7,Thursday,0
2026-08-20 08:00:00,1.821,1.821,226.3,26.6,8,Thursday,0
2026-08-20 09:00:00,0.802,0.802,227.4,27.0,9,Thursday,0
2026-08-20 10:00:00,0.857,0.857,227.2,29.5,10,Thursday,0
2026-08-20 11:00:00,1.185,1.185,228.7,30.4,11,Thursday,0
2026-08-20 12:00:00,1.029,1.029,226.4,31.9,12,Thursday,0
2026-08-20 13:00:00,1.064,1.064,227.8,33.0,13,Thursday,0
2026-08-20 14:00:00,1.134,1.134,228.5,33.1,14,Thursday,0
2026-08-20 15:00:00,1.039,1.039,229.2,33.5,15,Thursday,0
2026-08-20 16:00:00,1.111,1.111,229.8,31.1,16,Thursday,0
2026-08-20 17:00:00,2.693,2.693,226.4,30.4,17,Thursday,0
2026-08-20 18:00:00,2.583,2.583,224.1,28.2,18,Thursday,0
2026-08-20 19:00:00,2.814,2.814,223.6,25.2,19,Thursday,0
2026-08-20 20:00:00,2.628,2.628,225.6,24.8,20,Thursday,0
2026-08-20 21:00:00,2.719,2.719,224.4,23.8,21,Thursday,0
2026-08-20 22:00:00,1.293,1.293,227.4,21.4,22,Thursday,0
2026-08-20 23:00:00,1.309,1.309,228.5,21.3,23,Thursday,0
2026-08-21 00:00:00,0.824,0.824,228.7,19.5,0,Friday,0
2026-08-21 01:00:00,0.762,0.762,227.8,17.2,1,Friday,0
2026-08-21 02:00:00,0.777,0.777,230.1,17.6,2,Friday,0
2026-08-21 03:00:00,0.755,0.755,230.7,18.3,3,Friday,0
2026-08-21 04:00:00,0.938,0.938,229.0,19.1,4,Friday,0
2026-08-21 05:00:00,0.79,0.79,229.0,18.6,5,Friday,0
2026-08-21 06:00:00,1.864,1.864,226.5,22.5,6,Friday,0
2026-08-21 07:00:00,1.793,1.793,225.8,22.2,7,Friday,0
2026-08-21 08:00:00,1.857,1.857,228.7,24.5,8,Friday,0
2026-08-21 09:00:00,0.814,0.814,229.1,27.1,9,Friday,0
2026-08-21 10:00:00,0.861,0.861,228.3,29.5,10,Friday,0
2026-08-21 11:00:00,0.847,0.847,229.3,30.0,11,Friday,0
2026-08-21 12:00:00,1.124,1.124,226.9,31.0,12,Friday,0
2026-08-21 13:00:00,1.148,1.148,227.5,31.4,13,Friday,0
2026-08-21 14:00:00,1.058,1.058,228.4,33.4,14,Friday,0
2026-08-21 15:00:00,0.977,0.977,226.1,32.5,15,Friday,0
2026-08-21 16:00:00,1.011,1.011,227.5,29.8,16,Friday,0
2026-08-21 17:00:00,2.605,2.605,225.5,32.0,17,Friday,0
2026-08-21 18:00:00,2.81,2.81,227.4,29.7,18,Friday,0
2026-08-21 19:00:00,2.732,2.732,225.8,27.8,19,Friday,0
2026-08-21 20:00:00,2.606,2.606,224.3,25.6,20,Friday,0
2026-08-21 21:00:00,2.636,2.636,224.7,23.2,21,Friday,0
2026-08-21 22:00:00,1.346,1.346,227.7,22.1,22,Friday,0
2026-08-21 23:00:00,1.179,1.179,227.6,21.2,23,Friday,0
2026-08-22 00:00:00,0.701,0.701,228.6,18.4,0,Saturday,1
2026-08-22 01:00:00,0.971,0.971,229.0,18.1,1,Saturday,1
2026-08-22 02:00:00,0.998,0.998,229.7,17.2,2,Saturday,1
2026-08-22 03:00:00,0.832,0.832,227.4,18.7,3,Saturday,1
2026-08-22 04:00:00,0.937,0.937,230.6,18.6,4,Saturday,1
2026-08-22 05:00:00,0.811,0.811,227.2,21.3,5,Saturday,1
2026-08-22 06:00:00,1.189,1.189,228.2,21.6,6,Saturday,1
2026-08-22 07:00:00,1.293,1.293,225.8,23.1,7,Saturday,1
2026-08-22 08:00:00,1.287,1.287,226.3,25.4,8,Saturday,1
2026-08-22 09:00:00,1.688,1.688,229.1,24.5,9,Saturday,1
2026-08-22 10:00:00,1.653,1.653,226.3,29.8,10,Saturday,1
2026-08-22 11:00:00,1.91,1.91,226.9,30.3,11,Saturday,1
2026-08-22 12:00:00,2.088,2.088,226.1,31.7,12,Saturday,1
2026-08-22 13:00:00,1.92,1.92,225.6,31.6,13,Saturday,1
2026-08-22 14:00:00,2.019,2.019,227.5,31.8,14,Saturday,1
2026-08-22 15:00:00,2.109,2.109,225.9,31.1,15,Saturday,1
2026-08-22 16:00:00,1.93,1.93,223.6,31.0,16,Saturday,1
2026-08-22 17:00:00,2.889,2.889,224.5,30.7,17,Saturday,1
2026-08-22 18:00:00,2.871,2.871,223.0,28.6,18,Saturday,1
2026-08-22 19:00:00,2.894,2.894,223.3,26.4,19,Saturday,1
2026-08-22 20:00:00,2.721,2.721,225.7,25.2,20,Saturday,1
2026-08-22 21:00:00,2.701,2.701,226.5,23.2,21,Saturday,1
2026-08-22 22:00:00,1.205,1.205,228.1,20.9,22,Saturday,1
2026-08-22 23:00:00,1.189,1.189,227.9,21.0,23,Saturday,1
2026-08-23 00:00:00,0.905,0.905,228.6,19.3,0,Sunday,1
2026-08-23 01:00:00,0.784,0.784,228.7,17.9,1,Sunday,1
2026-08-23 02:00:00,0.616,0.616,229.4,17.1,2,Sunday,1
2026-08-23 03:00:00,0.661,0.661,227.6,19.0,3,Sunday,1
2026-08-23 04:00:00,1.015,1.015,228.2,19.4,4,Sunday,1
2026-08-23 05:00:00,0.835,0.835,230.1,19.5,5,Sunday,1
2026-08-23 06:00:00,1.266,1.266,227.1,21.0,6,Sunday,1
2026-08-23 07:00:00,1.34,1.34,229.5,22.4,7,Sunday,1
2026-08-23 08:00:00,1.31,1.31,227.3,25.3,8,Sunday,1
2026-08-23 09:00:00,1.761,1.761,226.7,25.6,9,Sunday,1
2026-08-23 10:00:00,1.945,1.945,226.9,28.4,10,Sunday,1
2026-08-23 11:00:00,1.656,1.656,228.4,29.3,11,Sunday,1
2026-08-23 12:00:00,1.875,1.875,227.7,31.2,12,Sunday,1
2026-08-23 13:00:00,2.14,2.14,227.4,31.2,13,Sunday,1
2026-08-23 14:00:00,2.092,2.092,226.3,31.6,14,Sunday,1
2026-08-23 15:00:00,2.029,2.029,225.3,32.4,15,Sunday,1
2026-08-23 16:00:00,2.072,2.072,225.9,30.5,16,Sunday,1
2026-08-23 17:00:00,2.754,2.754,225.6,29.6,17,Sunday,1
2026-08-23 18:00:00,2.745,2.745,225.1,30.2,18,Sunday,1
2026-08-23 19:00:00,2.824,2.824,225.5,27.9,19,Sunday,1
2026-08-23 20:00:00,2.864,2.864,224.6,24.2,20,Sunday,1
2026-08-23 21:00:00,2.925,2.925,227.8,24.0,21,Sunday,1
2026-08-23 22:00:00,1.296,1.296,227.9,22.0,22,Sunday,1
2026-08-23 23:00:00,1.297,1.297,227.3,19.8,23,Sunday,1
2026-08-24 00:00:00,0.835,0.835,227.3,19.1,0,Monday,0
2026-08-24 01:00:00,0.835,0.835,228.4,19.2,1,Monday,0
2026-08-24 02:00:00,0.681,0.681,230.3,16.3,2,Monday,0
2026-08-24 03:00:00,0.65,0.65,228.2,18.2,3,Monday,0
2026-08-24 04:00:00,0.774,0.774,228.3,19.6,4,Monday,0
2026-08-24 05:00:00,0.699,0.699,227.6,19.8,5,Monday,0
2026-08-24 06:00:00,1.784,1.784,228.2,22.8,6,Monday,0
2026-08-24 07:00:00,1.89,1.89,226.1,24.4,7,Monday,0
2026-08-24 08:00:00,1.808,1.808,225.7,25.3,8,Monday,0
2026-08-24 09:00:00,0.816,0.816,230.0,27.1,9,Monday,0
2026-08-24 10:00:00,0.926,0.926,228.7,28.1,10,Monday,0
2026-08-24 11:00:00,0.957,0.957,227.7,29.7,11,Monday,0
2026-08-24 12:00:00,0.982,0.982,228.4,31.8,12,Monday,0
2026-08-24 13:00:00,1.01,1.01,227.4,33.3,13,Monday,0
2026-08-24 14:00:00,1.104,1.104,228.4,32.4,14,Monday,0
2026-08-24 15:00:00,1.141,1.141,229.3,32.2,15,Monday,0
2026-08-24 16:00:00,1.071,1.071,228.9,31.4,16,Monday,0
2026-08-24 17:00:00,2.639,2.639,224.1,31.5,17,Monday,0
2026-08-24 18:00:00,2.64,2.64,222.6,29.4,18,Monday,0
2026-08-24 19:00:00,2.607,2.607,225.2,27.5,19,Monday,0
2026-08-24 20:00:00,2.665,2.665,226.1,25.3,20,Monday,0
2026-08-24 21:00:00,2.691,2.691,224.8,22.8,21,Monday,0
2026-08-24 22:00:00,1.319,1.319,226.5,22.1,22,Monday,0
2026-08-24 23:00:00,1.227,1.227,228.8,20.9,23,Monday,0
2026-08-25 00:00:00,0.877,0.877,228.2,19.2,0,Tuesday,0
2026-08-25 01:00:00,0.728,0.728,228.3,18.0,1,Tuesday,0
2026-08-25 02:00:00,0.601,0.601,227.7,18.6,2,Tuesday,0
2026-08-25 03:00:00,0.806,0.806,230.6,17.4,3,Tuesday,0
2026-08-25 04:00:00,0.716,0.716,228.8,18.9,4,Tuesday,0
2026-08-25 05:00:00,0.656,0.656,229.1,21.0,5,Tuesday,0
2026-08-25 06:00:00,1.85,1.85,226.9,22.3,6,Tuesday,0
2026-08-25 07:00:00,1.594,1.594,227.9,24.0,7,Tuesday,0
2026-08-25 08:00:00,1.664,1.664,227.6,24.5,8,Tuesday,0
2026-08-25 09:00:00,0.899,0.899,229.5,27.9,9,Tuesday,0
2026-08-25 10:00:00,1.015,1.015,230.1,29.8,10,Tuesday,0
2026-08-25 11:00:00,1.096,1.096,226.1,30.5,11,Tuesday,0
2026-08-25 12:00:00,1.023,1.023,230.8,30.9,12,Tuesday,0
2026-08-25 13:00:00,1.1,1.1,228.7,31.6,13,Tuesday,0
2026-08-25 14:00:00,1.226,1.226,227.0,32.0,14,Tuesday,0
2026-08-25 15:00:00,1.031,1.031,226.6,31.9,15,Tuesday,0
2026-08-25 16:00:00,1.087,1.087,227.5,30.6,16,Tuesday,0
2026-08-25 17:00:00,2.537,2.537,225.3,29.4,17,Tuesday,0
2026-08-25 18:00:00,2.711,2.711,225.2,27.3,18,Tuesday,0
2026-08-25 19:00:00,2.625,2.625,224.4,25.6,19,Tuesday,0
2026-08-25 20:00:00,2.757,2.757,222.8,25.3,20,Tuesday,0
2026-08-25 21:00:00,2.637,2.637,226.1,23.3,21,Tuesday,0
2026-08-25 22:00:00,1.21,1.21,227.4,21.7,22,Tuesday,0
2026-08-25 23:00:00,1.356,1.356,227.6,19.4,23,Tuesday,0
2026-08-26 00:00:00,0.725,0.725,227.8,20.5,0,Wednesday,0
2026-08-26 01:00:00,0.586,0.586,227.0,17.0,1,Wednesday,0
2026-08-26 02:00:00,0.771,0.771,226.7,18.2,2,Wednesday,0
2026-08-26 03:00:00,0.691,0.691,228.9,19.0,3,Wednesday,0
2026-08-26 04:00:00,0.802,0.802,228.2,20.2,4,Wednesday,0
2026-08-26 05:00:00,0.558,0.558,228.1,19.3,5,Wednesday,0
2026-08-26 06:00:00,1.731,1.731,226.7,21.3,6,Wednesday,0
2026-08-26 07:00:00,1.792,1.792,226.0,23.2,7,Wednesday,0
2026-08-26 08:00:00,1.845,1.845,225.4,25.1,8,Wednesday,0
2026-08-26 09:00:00,0.902,0.902,228.4,27.9,9,Wednesday,0
2026-08-26 10:00:00,0.929,0.929,229.5,29.1,10,Wednesday,0
2026-08-26 11:00:00,1.041,1.041,228.6,30.2,11,Wednesday,0
2026-08-26 12:00:00,1.099,1.099,228.0,30.1,12,Wednesday,0
2026-08-26 13:00:00,1.08,1.08,225.8,31.6,13,Wednesday,0
2026-08-26 14:00:00,1.097,1.097,228.2,31.6,14,Wednesday,0
2026-08-26 15:00:00,1.191,1.191,226.8,30.9,15,Wednesday,0
2026-08-26 16:00:00,1.124,1.124,227.2,31.8,16,Wednesday,0
2026-08-26 17:00:00,2.555,2.555,226.5,31.4,17,Wednesday,0
2026-08-26 18:00:00,2.596,2.596,227.0,29.3,18,Wednesday,0
2026-08-26 19:00:00,6.415,6.415,211.0,26.6,19,Wednesday,0
2026-08-26 20:00:00,2.715,2.715,226.1,24.9,20,Wednesday,0
2026-08-26 21:00:00,2.754,2.754,223.0,21.8,21,Wednesday,0
2026-08-26 22:00:00,1.36,1.36,226.2,22.3,22,Wednesday,0
2026-08-26 23:00:00,1.182,1.182,227.6,19.7,23,Wednesday,0
2026-08-27 00:00:00,0.792,0.792,230.1,18.7,0,Thursday,0
2026-08-27 01:00:00,0.685,0.685,228.5,19.4,1,Thursday,0
2026-08-27 02:00:00,0.666,0.666,230.0,16.7,2,Thursday,0
2026-08-27 03:00:00,0.631,0.631,228.2,19.5,3,Thursday,0
2026-08-27 04:00:00,0.752,0.752,227.7,18.9,4,Thursday,0
2026-08-27 05:00:00,0.692,0.692,228.7,20.4,5,Thursday,0
2026-08-27 06:00:00,1.811,1.811,226.2,21.9,6,Thursday,0
2026-08-27 07:00:00,1.803,1.803,226.3,23.1,7,Thursday,0
2026-08-27 08:00:00,1.938,1.938,227.2,24.8,8,Thursday,0
2026-08-27 09:00:00,0.966,0.966,227.9,26.6,9,Thursday,0
2026-08-27 10:00:00,0.94,0.94,228.2,29.4,10,Thursday,0
2026-08-27 11:00:00,0.964,0.964,226.9,30.3,11,Thursday,0
2026-08-27 12:00:00,1.101,1.101,230.1,30.1,12,Thursday,0
2026-08-27 13:00:00,1.141,1.141,228.5,33.5,13,Thursday,0
2026-08-27 14:00:00,1.047,1.047,227.2,30.6,14,Thursday,0
2026-08-27 15:00:00,1.077,1.077,227.5,31.3,15,Thursday,0
2026-08-27 16:00:00,0.97,0.97,227.0,29.5,16,Thursday,0
2026-08-27 17:00:00,2.816,2.816,223.8,30.1,17,Thursday,0
2026-08-27 18:00:00,2.627,2.627,226.6,26.5,18,Thursday,0
2026-08-27 19:00:00,2.552,2.552,226.0,28.4,19,Thursday,0
2026-08-27 20:00:00,2.642,2.642,228.4,24.6,20,Thursday,0
2026-08-27 21:00:00,2.67,2.67,225.8,22.0,21,Thursday,0
2026-08-27 22:00:00,1.278,1.278,228.1,22.4,22,Thursday,0
2026-08-27 23:00:00,1.292,1.292,227.3,19.7,23,Thursday,0
2026-08-28 00:00:00,0.7,0.7,229.2,19.4,0,Friday,0
2026-08-28 01:00:00,0.82,0.82,228.5,18.2,1,Friday,0
2026-08-28 02:00:00,0.831,0.831,227.4,16.6,2,Friday,0
2026-08-28 03:00:00,0.682,0.682,230.4,17.7,3,Friday,0
2026-08-28 04:00:00,0.981,0.981,229.5,17.2,4,Friday,0
2026-08-28 05:00:00,0.726,0.726,229.0,20.2,5,Friday,0
2026-08-28 06:00:00,1.862,1.862,227.3,21.9,6,Friday,0
2026-08-28 07:00:00,1.794,1.794,226.6,23.3,7,Friday,0
2026-08-28 08:00:00,1.901,1.901,227.3,24.8,8,Friday,0
2026-08-28 09:00:00,0.962,0.962,228.5,24.5,9,Friday,0
2026-08-28 10:00:00,0.879,0.879,229.8,28.5,10,Friday,0
2026-08-28 11:00:00,1.028,1.028,228.6,30.7,11,Friday,0
2026-08-28 12:00:00,0.98,0.98,227.5,30.3,12,Friday,0
2026-08-28 13:00:00,1.166,1.166,228.5,32.5,13,Friday,0
2026-08-28 14:00:00,1.131,1.131,227.2,32.6,14,Friday,0
2026-08-28 15:00:00,1.154,1.154,228.8,32.1,15,Friday,0
2026-08-28 16:00:00,1.147,1.147,228.4,32.0,16,Friday,0
2026-08-28 17:00:00,2.648,2.648,224.2,30.8,17,Friday,0
2026-08-28 18:00:00,2.59,2.59,224.5,28.4,18,Friday,0
2026-08-28 19:00:00,2.587,2.587,225.0,26.7,19,Friday,0
2026-08-28 20:00:00,2.667,2.667,225.2,23.5,20,Friday,0
2026-08-28 21:00:00,2.703,2.703,226.3,22.5,21,Friday,0
2026-08-28 22:00:00,1.209,1.209,226.9,20.2,22,Friday,0
2026-08-28 23:00:00,1.336,1.336,227.4,19.3,23,Friday,0
2026-08-29 00:00:00,0.69,0.69,229.5,18.7,0,Saturday,1
2026-08-29 01:00:00,0.855,0.855,228.8,17.2,1,Saturday,1
2026-08-29 02:00:00,0.745,0.745,225.0,19.1,2,Saturday,1
2026-08-29 03:00:00,0.994,0.994,229.7,18.4,3,Saturday,1
2026-08-29 04:00:00,0.811,0.811,229.5,19.1,4,Saturday,1
2026-08-29 05:00:00,0.888,0.888,229.0,19.3,5,Saturday,1
2026-08-29 06:00:00,1.551,1.551,227.7,22.3,6,Saturday,1
2026-08-29 07:00:00,1.328,1.328,225.5,22.8,7,Saturday,1
2026-08-29 08:00:00,1.297,1.297,227.0,24.4,8,Saturday,1
2026-08-29 09:00:00,1.624,1.624,228.4,26.9,9,Saturday,1
2026-08-29 10:00:00,1.689,1.689,226.6,28.5,10,Saturday,1
2026-08-29 11:00:00,2.056,2.056,225.3,30.1,11,Saturday,1
2026-08-29 12:00:00,1.966,1.966,224.8,30.5,12,Saturday,1
2026-08-29 13:00:00,1.952,1.952,227.5,31.1,13,Saturday,1
2026-08-29 14:00:00,2.005,2.005,227.4,32.2,14,Saturday,1
2026-08-29 15:00:00,2.021,2.021,226.2,31.7,15,Saturday,1
2026-08-29 16:00:00,1.943,1.943,223.6,31.3,16,Saturday,1
2026-08-29 17:00:00,2.944,2.944,225.8,29.8,17,Saturday,1
2026-08-29 18:00:00,2.929,2.929,224.8,29.3,18,Saturday,1
2026-08-29 19:00:00,2.781,2.781,224.6,27.0,19,Saturday,1
2026-08-29 20:00:00,2.926,2.926,224.6,25.5,20,Saturday,1
2026-08-29 21:00:00,2.83,2.83,225.6,22.8,21,Saturday,1
2026-08-29 22:00:00,1.086,1.086,227.4,20.3,22,Saturday,1
2026-08-29 23:00:00,1.229,1.229,227.6,19.1,23,Saturday,1
2026-08-30 00:00:00,0.966,0.966,228.7,18.6,0,Sunday,1
2026-08-30 01:00:00,0.9,0.9,227.0,18.5,1,Sunday,1
2026-08-30 02:00:00,0.844,0.844,229.3,18.8,2,Sunday,1
2026-08-30 03:00:00,0.726,0.726,229.7,17.4,3,Sunday,1
2026-08-30 04:00:00,0.778,0.778,227.6,19.2,4,Sunday,1
2026-08-30 05:00:00,0.755,0.755,230.6,21.0,5,Sunday,1
2026-08-30 06:00:00,1.381,1.381,227.1,20.8,6,Sunday,1
2026-08-30 07:00:00,1.286,1.286,227.5,23.7,7,Sunday,1
2026-08-30 08:00:00,1.25,1.25,228.6,25.0,8,Sunday,1
2026-08-30 09:00:00,1.672,1.672,225.8,26.4,9,Sunday,1
2026-08-30 10:00:00,1.675,1.675,229.9,26.5,10,Sunday,1
2026-08-30 11:00:00,1.988,1.988,226.1,30.6,11,Sunday,1
2026-08-30 12:00:00,2.034,2.034,224.9,31.1,12,Sunday,1
2026-08-30 13:00:00,2.047,2.047,227.2,32.7,13,Sunday,1
2026-08-30 14:00:00,1.992,1.992,227.2,32.4,14,Sunday,1
2026-08-30 15:00:00,1.962,1.962,225.8,32.2,15,Sunday,1
2026-08-30 16:00:00,2.114,2.114,224.7,31.1,16,Sunday,1
2026-08-30 17:00:00,2.843,2.843,224.9,28.8,17,Sunday,1
2026-08-30 18:00:00,2.85,2.85,224.6,28.6,18,Sunday,1
2026-08-30 19:00:00,2.702,2.702,224.1,28.0,19,Sunday,1
2026-08-30 20:00:00,2.699,2.699,224.9,24.9,20,Sunday,1
2026-08-30 21:00:00,2.832,2.832,225.2,24.5,21,Sunday,1
2026-08-30 22:00:00,1.221,1.221,227.4,20.5,22,Sunday,1
2026-08-30 23:00:00,1.373,1.373,228.2,19.8,23,Sunday,1
2026-08-31 00:00:00,0.75,0.75,229.2,18.0,0,Monday,0
2026-08-31 01:00:00,0.856,0.856,227.2,19.2,1,Monday,0
2026-08-31 02:00:00,0.629,0.629,228.6,17.4,2,Monday,0
2026-08-31 03:00:00,0.809,0.809,228.5,18.6,3,Monday,0
2026-08-31 04:00:00,0.742,0.742,227.7,18.7,4,Monday,0
2026-08-31 05:00:00,0.601,0.601,229.1,21.7,5,Monday,0
2026-08-31 06:00:00,1.811,1.811,226.5,23.1,6,Monday,0
2026-08-31 07:00:00,1.796,1.796,228.4,22.9,7,Monday,0
2026-08-31 08:00:00,1.933,1.933,224.8,23.2,8,Monday,0
2026-08-31 09:00:00,0.876,0.876,229.1,26.6,9,Monday,0
2026-08-31 10:00:00,0.947,0.947,230.7,27.2,10,Monday,0
2026-08-31 11:00:00,0.925,0.925,227.5,28.9,11,Monday,0
2026-08-31 12:00:00,1.092,1.092,227.3,31.4,12,Monday,0
